qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
4966,860,1,1,4,1,01:26.8,01:25.6,01:24.9
4967,860,18,1,3,2,01:26.8,01:25.7,01:25.1
4968,860,154,208,10,3,01:26.5,01:25.8,01:25.3
4969,860,30,131,7,4,01:26.6,01:25.6,01:25.3
4970,860,17,9,2,5,01:27.1,01:26.6,01:25.7
4971,860,20,9,1,6,01:26.8,01:26.0,0.000991528
4972,860,3,131,8,7,01:26.8,01:25.5,0.000991736
4973,860,813,3,18,8,01:26.8,01:26.2,0.000994306
4974,860,807,10,12,9,01:27.5,01:26.3,0.00100059
4975,860,817,5,16,10,01:27.0,01:26.3,\N
4976,860,818,5,17,11,01:26.5,0.001000336,\N
4977,860,4,6,5,12,01:26.7,0.001001088,\N
4978,860,155,15,14,13,01:26.2,0.001002199,\N
4979,860,811,3,19,14,01:27.0,0.001003044,\N
4980,860,814,10,11,15,01:27.5,0.00100794,\N
4981,860,13,6,6,16,01:27.6,0.001012697,\N
4982,860,815,15,15,17,01:26.6,\N,\N
4983,860,8,208,9,18,01:27.8,\N,\N
4984,860,5,207,20,19,01:28.7,\N,\N
4985,860,808,207,21,20,01:29.0,\N,\N
4986,860,10,206,24,21,01:30.9,\N,\N
4987,860,819,206,25,22,01:31.7,\N,\N
4988,860,37,164,22,23,01:33.5,\N,\N
4989,860,39,164,23,24,01:33.6,\N,\N
4990,861,1,1,4,1,01:37.8,01:37.1,01:36.2
4991,861,18,1,3,2,01:37.6,01:36.9,01:36.4
4992,861,30,131,7,3,01:37.5,01:37.0,01:36.4
4993,861,17,9,2,4,01:37.2,01:37.4,01:36.5
4994,861,8,208,9,5,01:38.0,01:36.7,0.001116447
4995,861,20,9,1,6,01:38.1,01:37.4,0.001118449
4996,861,154,208,10,7,01:38.1,01:37.3,0.001118727
4997,861,3,131,8,8,01:37.7,01:37.0,0.001118796
4998,861,4,6,5,9,01:38.2,01:37.4,0.001129236
4999,861,815,15,15,10,01:37.9,01:37.5,0.001130764
5000,861,813,3,18,11,01:37.8,0.001129502,\N
5001,861,13,6,6,12,01:38.4,0.001131146,\N
5002,861,811,3,19,13,01:38.4,0.001132419,\N
5003,861,814,10,11,14,01:38.3,0.001132836,\N
5004,861,817,5,16,15,01:38.4,0.001132905,\N
5005,861,807,10,12,16,01:38.3,0.001132986,\N
5006,861,155,15,14,17,01:38.4,01:38.1,\N
5007,861,818,5,17,18,01:39.1,\N,\N
5008,861,5,207,20,19,01:39.3,\N,\N
5009,861,808,207,21,20,01:39.6,\N,\N
5010,861,10,206,24,21,01:40.9,\N,\N
5011,861,819,206,25,22,01:41.3,\N,\N
5012,861,37,164,22,23,01:42.9,\N,\N
5013,861,39,164,23,24,01:43.7,\N,\N
5014,862,3,131,8,1,01:36.9,01:35.7,01:35.1
5015,862,1,1,4,2,01:36.8,01:35.9,01:35.6
5016,862,30,131,7,3,01:36.8,01:35.8,0.001107535
5017,862,155,15,14,4,01:36.9,01:35.9,0.001108611
5018,862,8,208,9,5,01:36.8,01:35.9,0.001109931
5019,862,18,1,3,6,01:36.7,01:35.9,0.001113322
5020,862,17,9,2,7,01:36.7,01:35.7,0.001114468
5021,862,815,15,15,8,01:36.2,01:35.8,0.001117176
5022,862,4,6,5,9,01:36.3,0.001110903,0.00111831
5023,862,154,208,10,10,01:36.3,0.001109988,\N
5024,862,20,9,1,11,01:36.9,0.00111147,\N
5025,862,13,6,6,12,01:36.6,0.001114063,\N
5026,862,813,3,18,13,01:36.5,0.001114387,\N
5027,862,811,3,19,14,01:36.7,0.001114456,\N
5028,862,814,10,11,15,01:36.6,01:36.3,\N
5029,862,807,10,12,16,01:36.9,01:36.7,\N
5030,862,817,5,16,17,01:36.9,01:37.0,\N
5031,862,818,5,17,18,01:37.7,\N,\N
5032,862,5,207,20,19,01:38.5,\N,\N
5033,862,808,207,21,20,01:38.7,\N,\N
5034,862,10,206,24,21,01:39.3,\N,\N
5035,862,819,206,25,22,01:39.7,\N,\N
5036,862,37,164,22,23,01:40.4,\N,\N
5037,862,39,164,23,24,01:41.0,\N,\N
5038,863,20,9,1,1,01:34.3,01:33.5,0.001069699
5039,863,1,1,4,2,01:34.8,01:33.2,0.001070833
5040,863,17,9,2,3,01:34.0,01:33.3,0.001072188
5041,863,18,1,3,4,01:34.8,01:33.4,0.001073044
5042,863,3,131,8,5,01:34.6,01:33.2,0.001074317
5043,863,817,5,16,6,01:34.0,01:33.6,0.00107537
5044,863,154,208,10,7,01:34.0,0.001079236,0.001076481
5045,863,815,15,15,8,01:33.8,0.001084028,0.001080949
5046,863,4,6,5,9,01:34.8,0.001081053,\N
5047,863,814,10,11,10,01:36.6,0.001082292,\N
5048,863,8,208,9,11,01:34.6,0.001085521,\N
5049,863,155,15,14,12,01:34.1,0.001085718,\N
5050,863,807,10,12,13,01:34.6,01:33.8,\N
5051,863,13,6,6,14,01:34.4,01:33.9,\N
5052,863,811,3,19,15,01:34.5,01:34.0,\N
5053,863,5,207,20,16,01:34.9,01:36.1,\N
5054,863,813,3,18,17,01:34.6,\N,\N
5055,863,30,131,7,18,01:34.9,\N,\N
5056,863,818,5,17,19,01:35.0,\N,\N
5057,863,808,207,21,20,01:35.8,\N,\N
5058,863,819,206,25,21,01:37.7,\N,\N
5059,863,37,164,22,22,01:37.9,\N,\N
5060,863,10,206,24,23,01:37.9,\N,\N
5061,863,39,164,23,24,01:38.3,\N,\N
5062,864,1,1,4,1,01:22.6,01:22.5,0.000945683
5063,864,813,3,18,2,01:23.4,01:22.1,0.000952373
5064,864,4,6,5,3,01:23.3,01:22.9,0.000952569
5065,864,154,208,10,4,01:23.2,0.000956794,0.000953981
5066,864,8,208,9,5,01:23.4,0.000958981,0.000954711
5067,864,815,15,15,6,01:24.3,0.000958021,0.000955243
5068,864,3,131,8,7,01:23.4,0.000959282,0.000960706
5069,864,20,9,1,8,01:23.8,0.000959306,\N
5070,864,30,131,7,9,01:23.8,01:22.9,\N
5071,864,155,15,14,10,01:23.4,01:22.9,\N
5072,864,18,1,3,11,01:23.5,01:22.9,\N
5073,864,17,9,2,12,01:23.6,01:23.0,\N
5074,864,814,10,11,13,01:23.9,01:23.1,\N
5075,864,807,10,12,14,01:23.7,01:23.2,\N
5076,864,818,5,17,15,01:24.4,01:23.3,\N
5077,864,817,5,16,16,01:23.9,01:23.4,\N
5078,864,13,6,6,17,01:23.9,01:23.4,\N
5079,864,811,3,19,18,01:25.0,\N,\N
5080,864,808,207,21,19,01:25.3,\N,\N
5081,864,5,207,20,20,01:25.5,\N,\N
5082,864,819,206,25,21,01:26.6,\N,\N
5083,864,10,206,24,22,01:27.0,\N,\N
5084,864,37,164,22,23,01:27.6,\N,\N
5085,864,39,164,23,24,01:31.1,\N,\N
5086,865,30,131,7,1,01:15.9,0.000868773,0.000859965
5087,865,17,9,2,2,01:16.0,0.000868461,0.000860891
5088,865,3,131,8,3,01:15.9,0.00086831,0.000861667
5089,865,1,1,4,4,01:16.1,0.000869977,0.000863229
5090,865,154,208,10,5,01:15.7,01:15.2,01:14.6
5091,865,4,6,5,6,01:16.2,01:15.1,01:14.9
5092,865,13,6,6,7,01:16.0,01:14.9,01:15.0
5093,865,8,208,9,8,01:15.9,01:15.3,01:15.2
5094,865,813,3,18,9,01:16.0,01:15.0,01:15.2
5095,865,20,9,1,10,01:15.8,01:15.2,\N
5096,865,807,10,12,11,01:15.4,01:15.4,\N
5097,865,155,15,14,12,01:15.6,01:15.5,\N
5098,865,18,1,3,13,01:16.4,01:15.5,\N
5099,865,811,3,19,14,01:15.9,01:15.7,\N
5100,865,814,10,11,15,01:16.1,01:15.7,\N
5101,865,817,5,16,16,01:16.4,01:15.9,\N
5102,865,818,5,17,17,01:16.5,01:16.9,\N
5103,865,5,207,20,18,01:16.5,\N,\N
5104,865,808,207,21,19,01:17.4,\N,\N
5105,865,10,206,24,20,01:17.9,\N,\N
5106,865,37,164,22,21,01:18.1,\N,\N
5107,865,819,206,25,22,01:18.5,\N,\N
5108,865,39,164,23,23,01:19.3,\N,\N
5109,866,20,9,1,1,0.000864132,0.000858646,0.000853981
5110,866,1,1,4,2,01:14.9,01:14.4,01:14.1
5111,866,4,6,5,3,01:14.9,01:14.3,01:14.2
5112,866,17,9,2,4,01:15.0,01:14.5,01:14.3
5113,866,3,131,8,5,01:15.1,01:14.6,01:14.4
5114,866,13,6,6,6,01:15.2,01:14.6,01:14.5
5115,866,154,208,10,7,01:15.2,01:14.6,01:14.6
5116,866,814,10,11,8,01:15.0,01:14.6,01:14.7
5117,866,30,131,7,9,01:14.9,01:14.5,01:14.8
5118,866,18,1,3,10,01:14.8,01:14.7,01:15.2
5119,866,155,15,14,11,01:15.1,01:14.7,\N
5120,866,8,208,9,12,01:15.0,01:14.7,\N
5121,866,807,10,12,13,01:15.1,01:14.7,\N
5122,866,817,5,16,14,01:15.6,01:15.1,\N
5123,866,815,15,15,15,01:15.3,01:15.2,\N
5124,866,811,3,19,16,01:15.0,01:15.2,\N
5125,866,813,3,18,17,01:15.0,0.000870729,\N
5126,866,5,207,20,18,01:16.3,\N,\N
5127,866,808,207,21,19,01:16.5,\N,\N
5128,866,818,5,17,20,01:16.6,\N,\N
5129,866,37,164,22,21,01:17.5,\N,\N
5130,866,10,206,24,22,01:17.9,\N,\N
5131,866,819,206,25,23,01:18.3,\N,\N
5132,866,39,164,23,24,01:18.3,\N,\N
5133,867,20,9,1,1,01:39.6,01:38.5,01:38.1
5134,867,1,1,4,2,01:39.2,01:38.6,01:38.4
5135,867,813,3,18,3,01:38.8,01:38.6,01:38.5
5136,867,154,208,10,4,01:39.5,01:38.5,01:38.5
5137,867,8,208,9,5,01:39.5,01:38.5,01:38.5
5138,867,3,131,8,6,01:39.1,01:38.5,01:38.6
5139,867,155,15,14,7,01:39.7,01:38.7,0.001142836
5140,867,807,10,12,8,01:39.0,01:38.7,0.001142963
5141,867,18,1,3,9,01:39.6,01:38.6,0.00114353
5142,867,814,10,11,10,01:38.9,01:38.5,0.001145741
5143,867,4,6,5,11,01:39.4,01:38.7,\N
5144,867,30,131,7,12,01:39.4,01:38.8,\N
5145,867,13,6,6,13,01:39.4,0.001143287,\N
5146,867,811,3,19,14,01:39.4,0.001148229,\N
5147,867,815,15,15,15,01:39.4,0.001149977,\N
5148,867,5,207,20,16,01:40.1,0.001160822,\N
5149,867,817,5,16,17,01:39.9,0.001161551,\N
5150,867,818,5,17,18,01:40.2,\N,\N
5151,867,17,9,2,19,01:40.4,\N,\N
5152,867,808,207,21,20,01:40.5,\N,\N
5153,867,37,164,22,21,01:42.2,\N,\N
5154,867,39,164,23,22,01:42.5,\N,\N
5155,867,819,206,25,23,01:42.7,\N,\N
5156,868,4,6,5,1,01:46.5,01:56.9,01:51.7
5157,868,17,9,2,2,01:47.3,01:55.9,01:51.8
5158,868,30,131,7,3,01:46.6,01:55.8,01:52.0
5159,868,20,9,1,4,01:46.3,01:56.9,01:52.2
5160,868,13,6,6,5,01:47.4,01:56.4,0.001308623
5161,868,8,208,9,6,01:47.3,01:56.5,0.001311227
5162,868,813,3,18,7,01:46.4,01:56.8,0.001314109
5163,868,1,1,4,8,01:47.4,01:54.9,0.001314155
5164,868,807,10,12,9,01:46.3,01:55.6,0.001323866
5165,868,154,208,10,10,01:47.0,0.001347083,\N
5166,868,814,10,11,11,01:47.6,0.001354271,\N
5167,868,155,15,14,12,01:46.6,0.001354988,\N
5168,868,3,131,8,13,01:47.7,0.001355417,\N
5169,868,817,5,16,14,01:47.3,0.001355694,\N
5170,868,811,3,19,15,01:47.1,01:57.4,\N
5171,868,818,5,17,16,01:47.7,01:57.7,\N
5172,868,815,15,15,17,01:46.5,01:57.9,\N
5173,868,18,1,3,18,01:48.0,\N,\N
5174,868,808,207,21,19,01:49.0,\N,\N
5175,868,5,207,20,20,01:49.5,\N,\N
5176,868,10,206,24,21,01:51.6,\N,\N
5177,868,37,164,22,22,01:52.7,\N,\N
5178,868,39,164,23,23,01:53.0,\N,\N
5179,868,819,206,25,24,01:54.1,\N,\N
5180,869,4,6,5,1,01:16.1,01:38.5,0.001164595
5181,869,20,9,1,2,01:16.4,01:38.3,0.001169282
5182,869,17,9,2,3,01:16.5,01:39.4,0.001174722
5183,869,30,131,7,4,01:16.7,01:38.0,0.001185868
5184,869,807,10,12,5,01:16.3,0.001151238,0.001197928
5185,869,813,3,18,6,01:16.2,0.00114272,0.001203125
5186,869,18,1,3,7,01:16.5,0.001141887,0.001205012
5187,869,1,1,4,8,01:16.2,0.00112691,0.001205856
5188,869,814,10,11,9,01:16.4,0.00115397,0.001213993
5189,869,8,208,9,10,01:15.7,0.001154271,0.001224664
5190,869,817,5,16,11,01:16.5,01:39.8,\N
5191,869,815,15,15,12,01:15.7,01:39.9,\N
5192,869,155,15,14,13,01:16.5,01:40.0,\N
5193,869,13,6,6,14,01:16.3,01:40.2,\N
5194,869,154,208,10,15,01:16.7,01:40.6,\N
5195,869,811,3,19,16,01:16.4,01:40.8,\N
5196,869,3,131,8,17,01:16.0,01:41.6,\N
5197,869,818,5,17,18,01:16.7,\N,\N
5198,869,5,207,20,19,01:17.6,\N,\N
5199,869,808,207,21,20,01:18.5,\N,\N
5200,869,819,206,25,21,01:19.2,\N,\N
5201,869,10,206,24,22,01:19.3,\N,\N
5202,869,37,164,22,23,01:19.9,\N,\N
5203,869,39,164,23,24,01:20.2,\N,\N
5204,870,1,1,4,1,01:21.8,01:21.1,0.000936956
5205,870,154,208,10,2,01:22.8,0.000945104,0.000941736
5206,870,20,9,1,3,01:22.9,0.000942211,0.000942315
5207,870,18,1,3,4,01:22.0,0.000944653,0.000944248
5208,870,8,208,9,5,01:22.2,0.000944248,0.000945949
5209,870,4,6,5,6,01:22.1,0.000944421,0.000947269
5210,870,13,6,6,7,01:22.2,01:21.5,01:21.9
5211,870,813,3,18,8,01:22.5,01:21.5,01:21.9
5212,870,811,3,19,9,01:22.3,01:21.7,01:22.3
5213,870,807,10,12,10,01:22.2,01:21.7,01:22.8
5214,870,17,9,2,11,01:22.8,01:21.7,\N
5215,870,814,10,11,12,01:21.9,01:21.8,\N
5216,870,3,131,8,13,01:22.1,01:21.9,\N
5217,870,815,15,15,14,01:22.1,01:21.9,\N
5218,870,155,15,14,15,01:22.8,01:22.3,\N
5219,870,818,5,17,16,01:22.8,01:22.4,\N
5220,870,30,131,7,17,01:22.4,01:22.7,\N
5221,870,817,5,16,18,01:23.3,\N,\N
5222,870,5,207,20,19,01:23.6,\N,\N
5223,870,808,207,21,20,01:24.2,\N,\N
5224,870,819,206,25,21,01:25.2,\N,\N
5225,870,10,206,24,22,01:25.5,\N,\N
5226,870,37,164,22,23,01:25.9,\N,\N
5227,870,39,164,23,24,01:26.2,\N,\N
5228,871,18,1,3,1,01:49.3,0.001245995,0.001245058
5229,871,155,15,14,2,01:49.7,0.001256586,0.001248507
5230,871,813,3,18,3,01:49.0,01:48.8,01:47.9
5231,871,8,208,9,4,01:49.5,01:48.4,01:48.2
5232,871,815,15,15,5,01:49.6,01:48.0,01:48.2
5233,871,4,6,5,6,01:49.4,01:48.6,01:48.3
5234,871,17,9,2,7,01:49.9,01:48.5,01:48.4
5235,871,1,1,4,8,01:49.6,01:48.6,01:48.4
5236,871,154,208,10,9,01:50.1,01:48.7,01:48.5
5237,871,814,10,11,10,01:50.0,01:48.7,01:48.9
5238,871,20,9,1,11,01:49.7,01:48.8,\N
5239,871,807,10,12,12,01:49.4,01:48.9,\N
5240,871,30,131,7,13,01:49.7,01:49.1,\N
5241,871,13,6,6,14,01:49.6,01:49.1,\N
5242,871,818,5,17,15,01:49.8,01:49.4,\N
5243,871,817,5,16,16,01:49.6,01:49.5,\N
5244,871,811,3,19,17,01:50.0,01:50.1,\N
5245,871,3,131,8,18,01:50.2,\N,\N
5246,871,5,207,20,19,01:51.7,\N,\N
5247,871,808,207,21,20,01:52.0,\N,\N
5248,871,10,206,24,21,01:52.3,\N,\N
5249,871,37,164,22,22,01:53.0,\N,\N
5250,871,819,206,25,23,01:53.5,\N,\N
5251,871,39,164,23,24,01:55.0,\N,\N
5252,872,1,1,4,1,01:24.2,01:24.4,01:24.0
5253,872,18,1,3,2,01:24.7,01:24.3,01:24.1
5254,872,13,6,6,3,01:24.9,01:24.5,01:24.2
5255,872,814,10,11,4,01:24.9,01:24.3,01:24.3
5256,872,30,131,7,5,01:25.3,01:24.7,01:24.5
5257,872,20,9,1,6,01:25.0,01:24.7,01:24.8
5258,872,3,131,8,7,01:24.7,01:24.5,01:24.8
5259,872,8,208,9,8,01:25.2,01:24.7,01:24.9
5260,872,155,15,14,9,01:25.3,01:24.7,0.000985058
5261,872,4,6,5,10,01:24.2,01:24.2,0.000991644
5262,872,17,9,2,11,01:25.6,01:24.8,\N
5263,872,813,3,18,12,01:25.1,01:24.8,\N
5264,872,815,15,15,13,01:25.3,0.00098265,\N
5265,872,811,3,19,14,01:25.1,0.000984282,\N
5266,872,817,5,16,15,01:25.7,0.000987407,\N
5267,872,816,208,10,16,01:25.8,0.000988519,\N
5268,872,818,5,17,17,01:25.6,0.0009889,\N
5269,872,5,207,20,18,0.000999792,\N,\N
5270,872,808,207,21,19,01:26.9,\N,\N
5271,872,10,206,24,20,01:27.0,\N,\N
5272,872,819,206,25,21,01:27.1,\N,\N
5273,872,39,164,23,22,01:27.4,\N,\N
5274,872,37,164,22,23,01:27.6,\N,\N
5275,873,1,1,4,1,01:48.3,01:46.7,01:46.4
5276,873,813,3,18,2,01:49.5,01:47.6,01:46.8
5277,873,20,9,1,3,01:48.2,01:46.8,01:46.9
5278,873,18,1,3,4,01:49.4,01:47.7,01:46.9
5279,873,4,6,5,5,01:49.4,01:47.6,01:47.2
5280,873,814,10,11,6,01:48.0,01:47.7,0.001241215
5281,873,17,9,2,7,01:48.7,01:47.5,0.001243924
5282,873,154,208,10,8,01:47.7,01:47.5,0.001247546
5283,873,30,131,7,9,01:49.5,01:47.8,\N
5284,873,3,131,8,10,01:49.5,01:47.9,\N
5285,873,807,10,12,11,01:49.5,0.001249711,\N
5286,873,8,208,9,12,01:48.2,0.001253021,\N
5287,873,13,6,6,13,01:49.8,0.001253981,\N
5288,873,815,15,15,14,01:49.1,0.001255845,\N
5289,873,817,5,16,15,01:49.0,0.001258958,\N
5290,873,818,5,17,16,01:49.6,01:48.8,\N
5291,873,811,3,19,17,01:49.8,\N,\N
5292,873,155,15,14,18,01:49.9,\N,\N
5293,873,808,207,21,19,01:50.8,\N,\N
5294,873,5,207,20,20,01:51.1,\N,\N
5295,873,10,206,24,21,01:51.4,\N,\N
5296,873,819,206,25,22,01:51.8,\N,\N
5297,873,39,164,23,23,01:52.4,\N,\N
5298,873,37,164,22,24,01:53.4,\N,\N
5299,874,20,9,1,1,01:32.6,01:31.5,01:30.8
5300,874,17,9,2,2,01:33.0,01:32.0,0.001054282
5301,874,18,1,3,3,01:33.1,01:31.8,0.001056597
5302,874,155,15,14,4,01:32.0,01:31.9,0.001061343
5303,874,154,208,10,5,01:32.0,01:32.0,0.001063634
5304,874,815,15,15,6,01:32.1,01:32.2,0.001065069
5305,874,4,6,5,7,01:32.5,0.001062882,0.001066134
5306,874,8,208,9,8,01:32.2,0.001062801,0.001067222
5307,874,1,1,4,9,01:33.1,0.001066215,0.0010686
5308,874,807,10,12,10,01:32.8,0.001067963,\N
5309,874,13,6,6,11,01:32.9,0.001068206,\N
5310,874,814,10,11,12,01:32.9,01:32.3,\N
5311,874,30,131,7,13,01:33.3,01:32.5,\N
5312,874,813,3,18,14,01:32.8,01:32.5,\N
5313,874,3,131,8,15,01:33.0,01:32.6,\N
5314,874,817,5,16,16,01:33.1,01:33.0,\N
5315,874,818,5,17,17,01:33.4,01:33.4,\N
5316,874,811,3,19,18,01:33.4,\N,\N
5317,874,5,207,20,19,01:34.7,\N,\N
5318,874,10,206,24,20,01:35.2,\N,\N
5319,874,37,164,22,21,01:35.4,\N,\N
5320,874,819,206,25,22,01:35.4,\N,\N
5321,874,808,207,21,23,01:35.4,\N,\N
5322,874,39,164,23,24,01:36.7,\N,\N
5323,875,17,9,2,1,01:38.4,01:38.2,0.001125486
5324,875,20,9,1,2,01:38.2,01:37.8,0.001126343
5325,875,1,1,4,3,01:39.2,0.001134259,0.001128113
5326,875,4,6,5,4,01:39.1,0.001134109,0.001128866
5327,875,8,208,9,5,01:38.9,0.001136887,0.001129919
5328,875,13,6,6,6,01:38.9,0.001137188,0.001132917
5329,875,154,208,10,7,01:38.9,0.001137442,0.001133495
5330,875,807,10,12,8,01:39.0,01:38.4,01:38.3
5331,875,3,131,8,9,01:39.0,01:38.4,01:38.4
5332,875,30,131,7,10,01:38.8,01:38.4,01:38.5
5333,875,18,1,3,11,01:38.6,01:38.4,\N
5334,875,815,15,15,12,01:38.6,01:38.5,\N
5335,875,155,15,14,13,01:38.7,01:38.6,\N
5336,875,814,10,11,14,01:38.9,01:38.6,\N
5337,875,813,3,18,15,01:39.0,01:38.7,\N
5338,875,817,5,16,16,01:38.8,01:39.1,\N
5339,875,818,5,17,17,01:38.7,01:39.3,\N
5340,875,811,3,19,18,01:39.4,\N,\N
5341,875,808,207,21,19,01:40.2,\N,\N
5342,875,5,207,20,20,01:40.3,\N,\N
5343,875,819,206,25,21,01:41.3,\N,\N
5344,875,10,206,24,22,01:41.4,\N,\N
5345,875,37,164,22,23,01:42.9,\N,\N
5346,876,20,9,1,1,01:26.4,0.000988831,0.000987072
5347,876,17,9,2,2,01:26.7,0.000990856,0.000987581
5348,876,1,1,4,3,01:26.5,0.000993241,0.000990093
5349,876,18,1,3,4,01:26.6,0.000989201,0.000991424
5350,876,4,6,5,5,01:26.8,0.000993449,0.000992743
5351,876,13,6,6,6,01:26.9,0.000996655,0.000993715
5352,876,8,208,9,7,01:26.7,01:26.1,01:26.2
5353,876,815,15,15,8,01:27.2,01:26.1,01:26.4
5354,876,813,3,18,9,01:26.0,01:26.0,01:26.7
5355,876,3,131,8,10,01:26.5,01:26.0,\N
5356,876,154,208,10,11,01:26.9,01:26.1,\N
5357,876,807,10,12,12,01:27.2,01:26.2,\N
5358,876,811,3,19,13,01:26.9,01:26.3,\N
5359,876,30,131,7,14,01:27.5,01:26.6,\N
5360,876,817,5,16,15,01:27.0,01:26.8,\N
5361,876,814,10,11,16,01:27.5,01:27.0,\N
5362,876,155,15,14,17,01:27.5,01:27.2,\N
5363,876,818,5,17,18,01:27.5,\N,\N
5364,876,808,207,21,19,01:28.8,\N,\N
5365,876,5,207,20,20,01:29.5,\N,\N
5366,876,10,206,24,21,01:29.6,\N,\N
5367,876,37,164,22,22,01:30.6,\N,\N
5368,876,39,164,23,23,01:30.6,\N,\N
5369,876,819,206,25,24,01:30.7,\N,\N
5370,877,1,1,4,1,01:41.5,0.001167836,0.001164699
5371,877,17,9,2,2,01:41.9,0.001172188,0.001168727
5372,877,20,9,1,3,01:42.2,0.001174896,0.001169826
5373,877,813,3,18,4,01:42.0,0.001179479,0.001171597
5374,877,8,208,9,5,01:42.2,01:41.5,01:41.3
5375,877,18,1,3,6,01:42.3,01:41.9,01:41.3
5376,877,4,6,5,7,01:41.9,01:41.5,01:41.6
5377,877,3,131,8,8,01:41.9,01:41.7,01:41.6
5378,877,13,6,6,9,01:42.0,01:41.8,01:41.7
5379,877,154,208,10,10,01:42.0,01:41.6,01:41.8
5380,877,807,10,12,11,01:42.6,01:42.0,\N
5381,877,815,15,15,12,01:42.6,01:42.1,\N
5382,877,814,10,11,13,01:42.6,01:42.2,\N
5383,877,30,131,7,14,01:42.7,01:42.3,\N
5384,877,811,3,19,15,01:43.3,01:42.3,\N
5385,877,155,15,14,16,01:43.6,01:42.6,\N
5386,877,817,5,16,17,01:43.3,01:42.8,\N
5387,877,818,5,17,18,01:44.1,\N,\N
5388,877,5,207,20,19,01:45.0,\N,\N
5389,877,819,206,25,20,01:45.1,\N,\N
5390,877,808,207,21,21,01:45.2,\N,\N
5391,877,10,206,24,22,01:45.4,\N,\N
5392,877,37,164,22,23,01:45.8,\N,\N
5393,877,39,164,23,24,01:46.4,\N,\N
5394,878,20,9,1,1,01:36.6,0.00110875,0.001107141
5395,878,1,1,4,2,01:37.1,0.001120313,0.001108403
5396,878,17,9,2,3,01:37.2,01:36.3,01:36.2
5397,878,154,208,10,4,01:37.5,01:36.9,01:36.6
5398,878,8,208,9,5,01:38.1,01:37.4,01:36.7
5399,878,30,131,7,6,01:37.9,01:37.1,01:36.8
5400,878,13,6,6,7,01:37.7,01:36.5,01:36.9
5401,878,807,10,12,8,01:37.8,01:37.1,01:37.1
5402,878,4,6,5,9,01:38.0,01:37.1,01:37.3
5403,878,813,3,18,10,01:37.5,01:37.0,01:37.8
5404,878,811,3,19,11,01:37.5,01:37.6,\N
5405,878,18,1,3,12,01:37.6,01:37.6,\N
5406,878,814,10,11,13,01:38.1,01:37.7,\N
5407,878,818,5,17,14,01:38.4,01:37.9,\N
5408,878,815,15,15,15,01:38.5,01:38.2,\N
5409,878,155,15,14,16,01:38.4,01:38.4,\N
5410,878,3,131,8,17,01:38.9,0.001140058,\N
5411,878,817,5,16,18,01:39.1,\N,\N
5412,878,10,206,24,19,01:40.1,\N,\N
5413,878,819,206,25,20,01:40.7,\N,\N
5414,878,808,207,21,21,01:40.8,\N,\N
5415,878,5,207,20,22,01:41.2,\N,\N
5416,878,37,164,22,23,01:42.0,\N,\N
5417,878,39,164,23,24,0.00118912,\N,\N
5418,879,1,1,4,1,01:15.1,01:13.4,01:12.5
5419,879,18,1,3,2,01:15.5,01:13.5,01:12.5
5420,879,17,9,2,3,01:16.2,01:13.7,01:12.6
5421,879,20,9,1,4,01:15.6,01:13.2,01:12.8
5422,879,13,6,6,5,01:16.3,01:14.0,01:13.0
5423,879,813,3,18,6,01:16.3,01:13.7,01:13.2
5424,879,807,10,12,7,01:15.5,01:13.7,01:13.2
5425,879,4,6,5,8,01:16.1,01:13.9,01:13.3
5426,879,8,208,9,9,01:16.4,01:13.7,01:13.3
5427,879,3,131,8,10,01:15.9,01:13.8,01:13.5
5428,879,814,10,11,11,01:15.9,01:14.1,\N
5429,879,811,3,19,12,01:15.3,01:14.2,\N
5430,879,815,15,15,13,01:16.0,01:14.2,\N
5431,879,30,131,7,14,01:16.0,01:14.3,\N
5432,879,155,15,14,15,01:16.4,01:14.4,\N
5433,879,817,5,16,16,01:16.7,0.000863125,\N
5434,879,818,5,17,17,01:16.7,0.000863646,\N
5435,879,154,208,10,18,01:17.0,\N,\N
5436,879,808,207,21,19,01:17.1,\N,\N
5437,879,5,207,20,20,01:17.1,\N,\N
5438,879,10,206,24,21,01:17.5,\N,\N
5439,879,819,206,25,22,0.000903981,\N,\N
5440,879,39,164,23,23,01:19.6,\N,\N
5441,879,37,164,22,24,01:19.7,\N,\N
5442,880,20,9,1,1,01:44.7,01:36.7,01:27.4
5443,880,17,9,2,2,01:44.5,01:36.5,01:27.8
5444,880,1,131,10,3,01:45.5,01:36.6,01:28.1
5445,880,13,6,4,4,01:44.6,01:36.7,01:28.5
5446,880,4,6,3,5,01:43.9,01:36.7,01:28.5
5447,880,3,131,9,6,01:43.4,01:36.2,01:28.5
5448,880,8,208,7,7,01:45.5,01:37.5,01:28.7
5449,880,154,208,8,8,01:44.3,01:37.6,01:29.0
5450,880,814,10,14,9,01:45.6,01:36.9,0.001033623
5451,880,18,1,5,10,01:44.7,01:36.6,0.001045799
5452,880,807,15,11,11,01:45.9,01:38.1,\N
5453,880,16,10,15,12,01:47.3,01:38.1,\N
5454,880,818,5,18,13,01:44.9,01:38.8,\N
5455,880,817,5,19,14,01:46.5,01:39.0,\N
5456,880,815,1,6,15,01:44.4,0.00115625,\N
5457,880,822,3,17,16,01:47.3,0.001160764,\N
